,Name,2020 Count,2019 Count,2018 Count,2017 Count,2016 Count,2015 Count,2014 Count,2013 Count,2012 Count,2011 Count,2010 Count,2009 Count,2008 Count,2007 Count,2006 Count,2005 Count,2004 Count,2003 Count,2002 Count,2001 Count,2000 Count
4,A,4.0,10.0,4.0,4.0,9.0,11.0,6.0,7.0,15.0,7.0,6.0,0.0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,3.0,:
5,A:JAY,6.0,0.0,6.0,12.0,9.0,7.0,4.0,8.0,5.0,7.0,7.0,4.0,5.0,5.0,5.0,3.0,8.0,0.0,4.0,3.0,:
7,AABAN,4.0,4.0,5.0,9.0,3.0,9.0,20.0,13.0,19.0,11.0,10.0,5.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,:
8,AABID,3.0,4.0,4.0,4.0,3.0,6.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,5
9,AADAM,86.0,140.0,140.0,104.0,145.0,143.0,109.0,109.0,91.0,80.0,63.0,87.0,77.0,72.0,66.0,84.0,67.0,69.0,77.0,48.0,42
12,AADEN,0.0,0.0,7.0,4.0,8.0,0.0,0.0,5.0,0.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
15,AADHAV,3.0,4.0,4.0,0.0,4.0,4.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
23,AADI,4.0,9.0,5.0,11.0,6.0,12.0,16.0,11.0,13.0,11.0,15.0,23.0,13.0,6.0,16.0,9.0,0.0,0.0,0.0,0.0,:
25,AADIL,12.0,9.0,18.0,10.0,14.0,17.0,23.0,16.0,16.0,28.0,20.0,16.0,19.0,32.0,30.0,39.0,35.0,28.0,34.0,34.0,32
26,AADIT,3.0,7.0,3.0,6.0,3.0,3.0,0.0,4.0,10.0,3.0,5.0,11.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,:
28,AADITYA,5.0,3.0,10.0,15.0,9.0,5.0,13.0,10.0,13.0,9.0,10.0,8.0,5.0,10.0,4.0,5.0,0.0,0.0,0.0,0.0,:
29,AADVIK,6.0,13.0,15.0,14.0,9.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
32,AAHAD,3.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,:
33,AAHAN,11.0,9.0,9.0,9.0,9.0,6.0,6.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
35,AAHIL,97.0,109.0,107.0,107.0,108.0,92.0,83.0,56.0,58.0,34.0,40.0,27.0,22.0,9.0,4.0,9.0,7.0,0.0,0.0,0.0,:
39,AAKASH,0.0,4.0,0.0,3.0,0.0,3.0,4.0,4.0,0.0,5.0,4.0,3.0,0.0,4.0,3.0,7.0,8.0,6.0,0.0,7.0,4
43,AALIYAN,0.0,6.0,13.0,4.0,4.0,3.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
49,AAMIR,13.0,9.0,19.0,18.0,22.0,30.0,16.0,20.0,18.0,22.0,26.0,15.0,22.0,21.0,24.0,17.0,16.0,27.0,29.0,30.0,27
53,AAQIB,3.0,0.0,5.0,5.0,4.0,3.0,0.0,9.0,9.0,9.0,5.0,5.0,12.0,4.0,12.0,10.0,6.0,9.0,12.0,5.0,4
54,AAQIL,0.0,0.0,3.0,3.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,5.0,7.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,:
57,AARAN,8.0,19.0,15.0,21.0,12.0,20.0,31.0,28.0,10.0,16.0,15.0,23.0,18.0,20.0,13.0,19.0,18.0,23.0,31.0,20.0,21
58,AARAV,143.0,129.0,131.0,174.0,159.0,167.0,170.0,169.0,127.0,120.0,108.0,87.0,31.0,24.0,22.0,14.0,0.0,5.0,0.0,0.0,:
59,AAREN,3.0,4.0,0.0,5.0,6.0,4.0,0.0,3.0,0.0,0.0,5.0,0.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,:
60,AAREZ,0.0,0.0,5.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
61,AARI,10.0,10.0,5.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
62,AARIAN,9.0,5.0,0.0,4.0,6.0,3.0,6.0,7.0,3.0,0.0,5.0,5.0,3.0,5.0,3.0,3.0,3.0,4.0,0.0,0.0,:
63,AARIB,0.0,4.0,5.0,14.0,10.0,16.0,10.0,0.0,0.0,7.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,:
65,AARIF,4.0,0.0,4.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,:
66,AARIN,19.0,15.0,12.0,6.0,6.0,5.0,9.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,:
67,AARIS,4.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,:
68,AARISH,12.0,8.0,13.0,7.0,14.0,10.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
70,AARIV,5.0,7.0,3.0,4.0,4.0,7.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
71,AARIYAN,14.0,16.0,10.0,9.0,9.0,7.0,10.0,7.0,6.0,5.0,4.0,5.0,3.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,:
72,AARIZ,59.0,61.0,69.0,77.0,63.0,52.0,64.0,45.0,39.0,47.0,32.0,25.0,26.0,17.0,8.0,5.0,5.0,0.0,0.0,0.0,:
74,AARNAV,6.0,4.0,7.0,6.0,6.0,5.0,8.0,7.0,12.0,10.0,18.0,7.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,:
76,AARON,468.0,543.0,543.0,646.0,704.0,773.0,819.0,778.0,959.0,1147.0,1326.0,1354.0,1362.0,1509.0,1620.0,1557.0,1720.0,1636.0,1902.0,1776.0,1969
77,AARON:JAMES,0.0,0.0,5.0,9.0,3.0,3.0,5.0,3.0,8.0,8.0,3.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,:
80,AARON:JUNIOR,6.0,3.0,7.0,6.0,0.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
83,AARONDEEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,9.0,4.0,9.0,4
87,AARRON,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,6.0,7.0,4.0,4.0,12.0,9.0,5.0,10.0,7.0,9.0,14.0,16
92,AARUN,0.0,4.0,0.0,3.0,3.0,3.0,0.0,4.0,0.0,0.0,4.0,0.0,3.0,0.0,4.0,4.0,4.0,0.0,3.0,0.0,4
94,AARUSH,34.0,36.0,32.0,32.0,18.0,39.0,30.0,39.0,38.0,49.0,45.0,25.0,27.0,22.0,7.0,3.0,0.0,0.0,0.0,0.0,:
99,AARYA,0.0,0.0,0.0,3.0,4.0,6.0,5.0,6.0,5.0,3.0,8.0,3.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,:
100,AARYAN,72.0,64.0,68.0,98.0,100.0,83.0,75.0,71.0,72.0,78.0,71.0,76.0,64.0,55.0,61.0,40.0,23.0,13.0,13.0,0.0,:
105,AASHIR,0.0,4.0,0.0,4.0,3.0,4.0,0.0,7.0,3.0,8.0,6.0,5.0,5.0,9.0,8.0,3.0,4.0,0.0,0.0,0.0,:
106,AASHISH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,:
109,AASIM,3.0,4.0,6.0,6.0,6.0,5.0,3.0,8.0,7.0,0.0,3.0,9.0,4.0,5.0,5.0,8.0,7.0,8.0,7.0,6.0,:
111,AATHIRAN,3.0,5.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
113,AATIF,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,8.0,5.0,0.0,3.0,0.0,3.0,4.0,0.0,3
118,AAYAAN,3.0,0.0,3.0,0.0,9.0,4.0,5.0,4.0,5.0,0.0,0.0,5.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,:
119,AAYAN,71.0,78.0,80.0,86.0,113.0,88.0,84.0,78.0,85.0,79.0,87.0,121.0,105.0,105.0,73.0,15.0,4.0,0.0,0.0,0.0,:
120,AAYANSH,9.0,14.0,8.0,9.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
121,AAYDEN,5.0,5.0,4.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
122,AAYUSH,16.0,13.0,15.0,10.0,12.0,14.0,19.0,19.0,21.0,27.0,23.0,17.0,15.0,12.0,13.0,19.0,11.0,4.0,4.0,5.0,:
125,ABAAN,7.0,6.0,8.0,7.0,9.0,6.0,17.0,7.0,6.0,8.0,0.0,6.0,0.0,4.0,0.0,5.0,0.0,0.0,3.0,0.0,:
126,ABAAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,3.0,3.0,0.0,0.0,4
127,ABAN,0.0,0.0,3.0,5.0,3.0,0.0,5.0,6.0,0.0,3.0,3.0,0.0,4.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,:
129,ABAS,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,4.0,:
130,ABASS,3.0,4.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,:
133,ABBAAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,5.0,4.0,0.0,:
135,ABBAS,47.0,43.0,47.0,56.0,42.0,51.0,59.0,50.0,38.0,45.0,48.0,66.0,43.0,34.0,60.0,37.0,54.0,51.0,54.0,31.0,52
137,ABD,4.0,5.0,4.0,6.0,3.0,5.0,9.0,8.0,8.0,11.0,12.0,7.0,8.0,7.0,9.0,9.0,7.0,6.0,8.0,5.0,:
140,ABDALLA,5.0,6.0,4.0,0.0,7.0,11.0,10.0,10.0,10.0,10.0,10.0,6.0,10.0,12.0,12.0,11.0,10.0,8.0,4.0,11.0,3
141,ABDALLAH,19.0,29.0,18.0,21.0,16.0,37.0,22.0,19.0,20.0,19.0,34.0,22.0,18.0,24.0,22.0,14.0,20.0,16.0,14.0,9.0,9
144,ABDEL,3.0,4.0,4.0,7.0,3.0,4.0,7.0,6.0,6.0,5.0,10.0,4.0,5.0,7.0,10.0,6.0,13.0,8.0,5.0,6.0,6
148,ABDELLAH,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,6.0,0.0,5.0,6.0,3.0,0.0,0.0,0.0,:
152,ABDELRAHMAN,5.0,0.0,7.0,0.0,4.0,0.0,8.0,5.0,6.0,5.0,5.0,0.0,5.0,0.0,5.0,6.0,0.0,3.0,5.0,0.0,:
158,ABDI,0.0,0.0,0.0,0.0,0.0,6.0,7.0,6.0,8.0,5.0,17.0,15.0,11.0,13.0,23.0,20.0,19.0,29.0,26.0,20.0,10
160,ABDIAZIZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,4.0,0.0,0.0,5.0,3.0,4.0,0.0,5.0,4.0,:
162,ABDIFATAH,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,0.0,5.0,7.0,4.0,7.0,5.0,5.0,7.0,4.0,3
168,ABDIKARIM,0.0,0.0,4.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,4.0,3.0,0.0,5.0,3.0,6.0,4.0,3.0,0.0,3.0,:
172,ABDILAHI,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,4.0,0.0,0.0,0.0,3.0,4.0,4.0,0.0,0.0,:
173,ABDILLAHI,0.0,0.0,0.0,0.0,5.0,3.0,3.0,0.0,3.0,0.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,5.0,3.0,3.0,5
176,ABDIMALIK,0.0,0.0,3.0,7.0,0.0,7.0,5.0,5.0,6.0,5.0,6.0,13.0,12.0,8.0,10.0,3.0,6.0,6.0,3.0,0.0,4
177,ABDINASIR,0.0,0.0,3.0,0.0,0.0,3.0,0.0,5.0,0.0,9.0,0.0,3.0,9.0,5.0,0.0,3.0,7.0,4.0,5.0,0.0,:
179,ABDIQANI,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,4.0,4.0,0.0,5.0,3.0,4.0,0.0,6.0,0.0,0.0,0.0,:
181,ABDIRAHIM,0.0,0.0,3.0,4.0,3.0,0.0,0.0,4.0,3.0,3.0,4.0,8.0,5.0,5.0,9.0,9.0,5.0,6.0,5.0,4.0,:
183,ABDIRAHMAN,23.0,30.0,32.0,34.0,43.0,46.0,54.0,65.0,64.0,69.0,71.0,75.0,89.0,88.0,98.0,92.0,67.0,58.0,37.0,25.0,25
184,ABDIRASHID,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,3.0,3.0,5.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,3
189,ABDIRIZAK,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,4.0,3.0,0.0,3.0,3.0,0.0,:
191,ABDISAMAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,4.0,0.0,4.0,5.0,4.0,0.0,0.0,0.0,:
192,ABDISHAKUR,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,7.0,4.0,4.0,5.0,4.0,0.0,6.0,:
196,ABDOU,0.0,6.0,4.0,0.0,4.0,4.0,0.0,0.0,5.0,0.0,6.0,3.0,0.0,0.0,4.0,0.0,3.0,0.0,4.0,0.0,4
197,ABDOUL,0.0,3.0,0.0,0.0,0.0,4.0,6.0,4.0,4.0,4.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
198,ABDOULAYE,0.0,4.0,3.0,5.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,:
199,ABDOULIE,0.0,3.0,6.0,4.0,6.0,4.0,9.0,8.0,5.0,7.0,7.0,6.0,5.0,5.0,4.0,6.0,4.0,4.0,5.0,0.0,:
203,ABDU,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,:
205,ABDUL,241.0,256.0,278.0,254.0,271.0,300.0,307.0,300.0,314.0,284.0,340.0,316.0,298.0,298.0,312.0,279.0,281.0,308.0,260.0,232.0,230
206,ABDUL:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,:
207,ABDUL:AHAD,14.0,13.0,11.0,12.0,6.0,0.0,8.0,3.0,7.0,5.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,:
211,ABDUL:AZIZ,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,6.0,0.0,3.0,0.0,0.0,:
214,ABDUL:HAADI,8.0,13.0,9.0,4.0,9.0,0.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,:
215,ABDUL:HADI,20.0,21.0,16.0,16.0,8.0,11.0,10.0,8.0,6.0,7.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,:
216,ABDUL:HAKEEM,6.0,5.0,7.0,6.0,6.0,6.0,6.0,7.0,3.0,3.0,7.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,3
222,ABDUL:KAREEM,7.0,5.0,4.0,4.0,6.0,0.0,7.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,:
227,ABDUL:MALIK,3.0,4.0,4.0,0.0,9.0,4.0,6.0,4.0,7.0,4.0,9.0,8.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,:
239,ABDUL:RAHEEM,8.0,14.0,8.0,18.0,6.0,11.0,7.0,4.0,9.0,11.0,6.0,7.0,7.0,5.0,7.0,3.0,3.0,0.0,4.0,3.0,5
240,ABDUL:RAHIM,0.0,0.0,4.0,0.0,0.0,5.0,3.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,:
241,ABDUL:RAHMAN,11.0,11.0,6.0,10.0,10.0,11.0,13.0,11.0,12.0,10.0,6.0,10.0,6.0,11.0,6.0,6.0,6.0,6.0,6.0,7.0,4
242,ABDUL:REHMAN,0.0,5.0,0.0,6.0,5.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
244,ABDUL:SAMI,0.0,0.0,3.0,0.0,4.0,3.0,0.0,4.0,4.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
252,ABDULAH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,:
253,ABDULAHAD,6.0,3.0,5.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,:
254,ABDULAHI,3.0,7.0,4.0,4.0,8.0,8.0,10.0,9.0,12.0,15.0,14.0,26.0,20.0,16.0,19.0,23.0,19.0,27.0,12.0,14.0,7
255,ABDULAI,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,:
258,ABDULAZIZ,28.0,22.0,26.0,16.0,17.0,14.0,18.0,20.0,26.0,18.0,27.0,26.0,15.0,16.0,14.0,15.0,14.0,7.0,10.0,14.0,4
259,ABDULBASIT,5.0,4.0,3.0,0.0,3.0,5.0,0.0,0.0,5.0,3.0,6.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
262,ABDULHADI,11.0,12.0,9.0,10.0,7.0,13.0,10.0,6.0,14.0,7.0,0.0,3.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,:
263,ABDULHAKEEM,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,:
264,ABDULHAKIM,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,:
268,ABDULHAMID,0.0,5.0,0.0,5.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
272,ABDULKADIR,7.0,4.0,0.0,4.0,5.0,4.0,6.0,8.0,9.0,0.0,11.0,7.0,4.0,10.0,13.0,3.0,8.0,6.0,5.0,8.0,3
273,ABDULKAREEM,0.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,5.0,0.0,4.0,3.0,3.0,4.0,0.0,0.0,0.0,:
274,ABDULKARIM,0.0,0.0,3.0,3.0,3.0,0.0,4.0,0.0,3.0,8.0,5.0,4.0,3.0,3.0,5.0,0.0,3.0,0.0,3.0,4.0,4
276,ABDULLA,4.0,5.0,7.0,3.0,6.0,0.0,6.0,0.0,9.0,10.0,6.0,15.0,9.0,11.0,6.0,14.0,9.0,13.0,9.0,13.0,5
277,ABDULLAAH,0.0,0.0,0.0,5.0,0.0,3.0,6.0,7.0,4.0,9.0,5.0,0.0,7.0,0.0,6.0,3.0,0.0,3.0,5.0,4.0,5
279,ABDULLAH,289.0,292.0,314.0,293.0,364.0,386.0,373.0,333.0,363.0,352.0,323.0,315.0,308.0,316.0,269.0,239.0,209.0,212.0,191.0,167.0,151
280,ABDULLAHI,30.0,30.0,28.0,40.0,37.0,36.0,35.0,48.0,51.0,57.0,47.0,56.0,45.0,56.0,69.0,44.0,50.0,47.0,38.0,26.0,23
285,ABDULMAJID,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,:
287,ABDULMALIK,9.0,11.0,10.0,4.0,14.0,10.0,20.0,15.0,7.0,8.0,12.0,14.0,6.0,12.0,4.0,9.0,0.0,6.0,4.0,4.0,:
289,ABDULQADIR,5.0,8.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,6.0,3.0,3.0,3.0,8.0,4.0,3.0,3.0,0.0,5.0,3.0,:
290,ABDULRAHEEM,0.0,0.0,3.0,6.0,8.0,6.0,3.0,7.0,7.0,4.0,3.0,9.0,4.0,5.0,5.0,0.0,0.0,4.0,4.0,0.0,:
291,ABDULRAHIM,3.0,3.0,0.0,4.0,3.0,4.0,3.0,6.0,3.0,8.0,6.0,0.0,10.0,8.0,3.0,6.0,0.0,3.0,0.0,0.0,4
292,ABDULRAHMAN,55.0,38.0,42.0,43.0,59.0,66.0,62.0,59.0,62.0,62.0,73.0,55.0,53.0,45.0,38.0,48.0,45.0,37.0,30.0,20.0,15
293,ABDULREHMAN,0.0,0.0,0.0,0.0,4.0,4.0,7.0,4.0,3.0,7.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,:
295,ABDULSALAM,3.0,4.0,0.0,4.0,3.0,0.0,6.0,5.0,0.0,3.0,6.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,:
296,ABDULSAMAD,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,3.0,7.0,5.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
297,ABDULWAHAB,0.0,0.0,4.0,5.0,9.0,6.0,0.0,0.0,6.0,4.0,0.0,7.0,3.0,7.0,0.0,6.0,5.0,0.0,0.0,0.0,:
300,ABDUR,25.0,26.0,29.0,29.0,26.0,34.0,37.0,34.0,43.0,34.0,35.0,29.0,41.0,30.0,30.0,31.0,23.0,25.0,26.0,18.0,20
302,ABDUR:RAHEEM,6.0,5.0,11.0,12.0,8.0,10.0,7.0,10.0,6.0,4.0,4.0,5.0,6.0,7.0,8.0,8.0,3.0,4.0,6.0,5.0,:
304,ABDUR:RAHMAAN,4.0,3.0,0.0,0.0,0.0,8.0,0.0,5.0,0.0,9.0,7.0,8.0,10.0,5.0,6.0,0.0,8.0,6.0,4.0,0.0,:
305,ABDUR:RAHMAN,24.0,20.0,17.0,29.0,21.0,31.0,28.0,29.0,18.0,25.0,21.0,28.0,18.0,28.0,21.0,20.0,18.0,9.0,12.0,13.0,13
306,ABDUR:REHMAN,0.0,0.0,0.0,4.0,3.0,3.0,4.0,4.0,6.0,0.0,0.0,0.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,:
309,ABDURAHMAN,8.0,19.0,11.0,17.0,19.0,24.0,19.0,22.0,26.0,22.0,21.0,23.0,16.0,27.0,15.0,19.0,12.0,10.0,6.0,11.0,9
310,ABDURRAHEEM,0.0,3.0,6.0,5.0,9.0,11.0,6.0,11.0,12.0,4.0,5.0,3.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,:
312,ABDURRAHMAAN,3.0,4.0,3.0,3.0,4.0,0.0,8.0,4.0,4.0,5.0,3.0,7.0,3.0,4.0,3.0,4.0,4.0,4.0,8.0,0.0,3
313,ABDURRAHMAN,40.0,32.0,31.0,40.0,33.0,42.0,51.0,44.0,38.0,33.0,43.0,38.0,24.0,19.0,22.0,20.0,14.0,18.0,17.0,5.0,9
315,ABDUS,0.0,6.0,0.0,0.0,0.0,5.0,4.0,8.0,7.0,8.0,5.0,6.0,0.0,9.0,7.0,5.0,5.0,6.0,3.0,4.0,9
316,ABDUS:SAMAD,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,4.0,:
321,ABE,10.0,6.0,9.0,13.0,12.0,11.0,11.0,10.0,12.0,9.0,8.0,5.0,6.0,5.0,7.0,4.0,9.0,3.0,3.0,6.0,5
322,ABED,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,3.0,0.0,0.0,0.0,6.0,3.0,0.0,:
325,ABEER,3.0,4.0,4.0,4.0,7.0,8.0,3.0,5.0,4.0,4.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,:
326,ABEL,242.0,226.0,235.0,276.0,247.0,163.0,134.0,107.0,66.0,72.0,49.0,33.0,37.0,40.0,47.0,25.0,31.0,19.0,18.0,14.0,21
330,ABHAY,4.0,8.0,5.0,6.0,7.0,11.0,8.0,5.0,13.0,11.0,12.0,6.0,10.0,8.0,8.0,5.0,7.0,8.0,14.0,14.0,:
331,ABHI,3.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,7.0,3.0,0.0,3.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,:
336,ABHIJOT,0.0,0.0,0.0,0.0,5.0,0.0,5.0,6.0,4.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
338,ABHIMANYU,3.0,4.0,0.0,4.0,5.0,0.0,7.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
339,ABHINAV,0.0,3.0,7.0,5.0,9.0,15.0,8.0,10.0,17.0,21.0,8.0,9.0,18.0,14.0,13.0,12.0,8.0,3.0,4.0,0.0,:
340,ABHIRAJ,5.0,0.0,0.0,0.0,3.0,0.0,5.0,4.0,5.0,7.0,0.0,5.0,0.0,0.0,3.0,0.0,5.0,3.0,0.0,0.0,:
341,ABHIRAM,5.0,5.0,0.0,9.0,8.0,7.0,0.0,3.0,0.0,5.0,6.0,6.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,:
342,ABHISHEK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,3.0,3.0,8.0,10.0,9.0,11.0,8.0,8.0,11.0,13
