,Name,2020 Rank,2019 Rank,2018 Rank,2017 Rank,2016 Rank,2015 Rank,2014 Rank,2013 Rank,2012 Rank,2011 Rank,2010 Rank,2009 Rank,2008 Rank,2007 Rank,2006 Rank,2005 Rank,2004 Rank,2003 Rank,2002 Rank,2001 Rank,2000 Rank
2883,CAVANI,4813.0,4813.0,4749.0,4813.0,4813.0,4747.0,3895.0,2660.0,3039.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
2885,CAVELL,4813.0,4813.0,4813.0,4813.0,4810.0,3373.0,4813.0,4685.0,4805.0,3300.0,3865.0,3744.0,3158.0,4333.0,3385.0,3849.0,1878.0,4813.0,4813.0,2220.0,4813.0
2886,CAVEN,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4805.0,4813.0,4813.0,2544.0,4432.0,3589.0,4813.0,3849.0,2578.0,4813.0,4813.0,4813.0,3036.0
2890,CAYDAN,4608.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4685.0,4805.0,2892.0,3865.0,2544.0,3158.0,3589.0,4052.0,3208.0,4813.0,4813.0,4813.0,4813.0,4813.0
2891,CAYDE,1314.0,1253.0,1382.0,3449.0,3079.0,3373.0,4813.0,4813.0,4805.0,4813.0,4813.0,4813.0,4813.0,3589.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
2892,CAYDEN,679.0,663.0,520.0,469.0,470.0,465.0,475.0,382.0,267.0,235.0,258.0,237.0,263.0,336.0,377.0,445.0,703.0,1629.0,2636.0,1595.0,3036.0
2897,CAYDON,4813.0,4813.0,4813.0,4813.0,4023.0,3373.0,4632.0,3315.0,2270.0,4813.0,3332.0,1749.0,2097.0,3095.0,2282.0,3208.0,2578.0,4813.0,4813.0,4813.0,4813.0
2898,CAYLAN,4608.0,4702.0,4749.0,3996.0,4023.0,4813.0,4632.0,3822.0,2458.0,2892.0,4678.0,4527.0,3687.0,2741.0,2087.0,3208.0,3651.0,2470.0,4813.0,4813.0,3036.0
2900,CAYLEB,4813.0,4813.0,2445.0,3996.0,4023.0,3908.0,3362.0,1920.0,2458.0,2039.0,2941.0,4527.0,2775.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
2901,CAYLEM,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,2318.0,4432.0,4333.0,4813.0,3208.0,4813.0,4813.0,2636.0,4813.0,4813.0
2902,CAYLEN,2960.0,4813.0,4749.0,4813.0,4023.0,3373.0,3362.0,4685.0,3416.0,2892.0,4678.0,4813.0,4432.0,3095.0,4813.0,3849.0,4813.0,4813.0,4813.0,4813.0,4813.0
2904,CAYLUM,2960.0,4813.0,4813.0,3996.0,4023.0,3373.0,4632.0,4813.0,3987.0,3830.0,2941.0,3744.0,1706.0,2023.0,4052.0,3208.0,3651.0,3467.0,1799.0,4813.0,4813.0
2909,CAYSON,1379.0,1369.0,1235.0,861.0,726.0,856.0,1093.0,1617.0,3987.0,4813.0,4813.0,4813.0,4432.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
2911,CECIL,2682.0,3937.0,2693.0,3449.0,4810.0,3004.0,3362.0,4685.0,4813.0,4647.0,3865.0,2318.0,4813.0,4333.0,4813.0,3208.0,4813.0,4813.0,4813.0,4813.0,1889.0
2914,CEDRIC,1379.0,2266.0,2693.0,1923.0,1704.0,1673.0,2079.0,1920.0,2721.0,2613.0,2629.0,1859.0,2775.0,3589.0,2282.0,2174.0,2304.0,2470.0,2636.0,3134.0,2501.0
2918,CEE:JAY,3334.0,4813.0,4749.0,3996.0,4023.0,4813.0,4813.0,4813.0,2458.0,4813.0,4678.0,4813.0,4813.0,4813.0,3385.0,4813.0,4813.0,4813.0,4813.0,4813.0,2501.0
2919,CEEJAY,1635.0,1986.0,2445.0,1703.0,2027.0,2483.0,1721.0,2216.0,2270.0,1398.0,1801.0,3227.0,2775.0,2435.0,1744.0,1716.0,1732.0,1962.0,4813.0,2220.0,4813.0
2922,CEIRAN,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4805.0,4813.0,4678.0,4813.0,2775.0,2741.0,3385.0,2174.0,2304.0,2470.0,4813.0,4813.0,3036.0
2924,CEIRON,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4805.0,4647.0,3865.0,4813.0,4813.0,4813.0,4052.0,4813.0,3009.0,4813.0,4813.0,1949.0,4813.0
2927,CELLAN,3848.0,3937.0,4749.0,4813.0,4023.0,4747.0,3895.0,4813.0,2270.0,3300.0,4678.0,3744.0,3158.0,2741.0,3385.0,2418.0,4813.0,2857.0,3225.0,1949.0,1425.0
2928,CELT,2682.0,1869.0,2693.0,2734.0,2804.0,2483.0,2459.0,3315.0,2270.0,2390.0,2941.0,3227.0,2775.0,3589.0,2870.0,2754.0,3009.0,2857.0,3225.0,4813.0,4813.0
2931,CELYN,2404.0,1986.0,2693.0,4813.0,4813.0,2483.0,2690.0,2660.0,2458.0,4647.0,2629.0,2837.0,4813.0,4333.0,2870.0,2418.0,4813.0,3467.0,4813.0,4813.0,4813.0
2932,CEM,2960.0,2488.0,3011.0,3449.0,3478.0,1786.0,2690.0,2660.0,2721.0,1522.0,2400.0,1649.0,1206.0,1125.0,1469.0,982.0,938.0,912.0,1128.0,947.0,1048.0
2933,CEMAL,4813.0,3937.0,4813.0,4812.0,4813.0,4747.0,3895.0,2954.0,4813.0,4647.0,4813.0,4813.0,4813.0,3589.0,3385.0,2754.0,3009.0,2189.0,4813.0,4813.0,4813.0
2935,CENGIZ,4813.0,4813.0,4749.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,3744.0,4432.0,4813.0,4813.0,4813.0,4813.0,4813.0,2636.0,3134.0,3036.0
2939,CERI,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4805.0,4813.0,4678.0,4813.0,2775.0,3589.0,2282.0,1991.0,1878.0,3467.0,1799.0,1949.0,1889.0
2940,CERITH,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4432.0,4333.0,4813.0,4813.0,3651.0,4813.0,4813.0,3134.0,1889.0
2941,CESAR,3848.0,2266.0,2259.0,3040.0,4023.0,4747.0,2964.0,4813.0,3987.0,4647.0,2941.0,2318.0,4432.0,3589.0,2870.0,3849.0,4813.0,4813.0,4813.0,4813.0,4813.0
2947,CEZAR,993.0,1253.0,1013.0,1210.0,1627.0,1786.0,2964.0,3822.0,3987.0,3830.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
2948,CEZARY,2076.0,1869.0,1683.0,1812.0,2335.0,2150.0,1630.0,1920.0,2270.0,2390.0,2941.0,2126.0,3687.0,4333.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
2949,CHACE,2960.0,3013.0,1455.0,1068.0,1022.0,950.0,797.0,976.0,734.0,1045.0,758.0,972.0,1596.0,1578.0,2538.0,2754.0,4813.0,4813.0,4813.0,4813.0,2501.0
2950,CHAD,2682.0,1745.0,3011.0,1923.0,1627.0,1121.0,1223.0,1294.0,1313.0,976.0,1082.0,1008.0,894.0,1079.0,631.0,471.0,408.0,365.0,350.0,324.0,348.0
2954,CHAE,4813.0,4702.0,4813.0,3040.0,4023.0,3908.0,4813.0,3822.0,4813.0,4647.0,4813.0,4527.0,4813.0,4813.0,4813.0,3208.0,1878.0,1962.0,2636.0,1949.0,2142.0
2955,CHAEL,4813.0,4813.0,4813.0,4812.0,3079.0,3908.0,4632.0,2660.0,3039.0,4647.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
2956,CHAI,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4647.0,4813.0,2837.0,4432.0,4333.0,3385.0,3849.0,4813.0,4813.0,4813.0,4813.0,3036.0
2958,CHAIM,796.0,1506.0,810.0,888.0,1123.0,1074.0,1012.0,910.0,998.0,907.0,774.0,1175.0,1124.0,848.0,939.0,891.0,1160.0,912.0,1033.0,814.0,1241.0
2959,CHAISE,3848.0,4813.0,2445.0,2512.0,2556.0,1786.0,1721.0,2954.0,2458.0,1788.0,3332.0,3744.0,4813.0,4813.0,4813.0,3849.0,4813.0,4813.0,4813.0,4813.0,4813.0
2965,CHANCE,878.0,1056.0,1013.0,1097.0,1431.0,1121.0,1093.0,1706.0,1367.0,1909.0,1344.0,1568.0,1953.0,1756.0,2282.0,1617.0,1498.0,1248.0,1411.0,1202.0,1425.0
2968,CHANDLER,4608.0,4813.0,4749.0,2512.0,4810.0,4813.0,3895.0,4813.0,2721.0,4647.0,4813.0,3227.0,4432.0,2023.0,1744.0,1851.0,1498.0,912.0,722.0,544.0,415.0
2973,CHANNING,4813.0,4813.0,3412.0,3449.0,4813.0,2020.0,2248.0,2216.0,2458.0,2613.0,3865.0,4527.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
2978,CHARAN,4813.0,4702.0,4813.0,4813.0,4023.0,4747.0,4813.0,3822.0,3987.0,4813.0,4813.0,4813.0,3687.0,4813.0,2870.0,3849.0,3651.0,4813.0,2254.0,4813.0,4813.0
2979,CHARBEL,4608.0,2488.0,3959.0,4812.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4527.0,4813.0,3095.0,2870.0,4813.0,4813.0,4813.0,3225.0,4813.0,4813.0
2981,CHARLEE,4608.0,3411.0,3959.0,3040.0,3079.0,3373.0,2964.0,1796.0,1191.0,1398.0,1801.0,2318.0,1828.0,1885.0,1744.0,1991.0,2070.0,2857.0,2005.0,2587.0,1425.0
2982,CHARLES,88.0,86.0,81.0,73.0,72.0,66.0,63.0,61.0,62.0,60.0,62.0,58.0,56.0,54.0,50.0,49.0,49.0,48.0,48.0,50.0,44.0
2985,CHARLEY,1935.0,1369.0,1324.0,906.0,870.0,903.0,550.0,546.0,408.0,444.0,400.0,383.0,401.0,371.0,326.0,325.0,352.0,432.0,411.0,356.0,330.0
2986,CHARLI,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,3895.0,4813.0,4805.0,4813.0,4678.0,3744.0,4813.0,2211.0,3385.0,3849.0,4813.0,4813.0,3225.0,4813.0,4813.0
2987,CHARLIE,12.0,9.0,10.0,9.0,7.0,6.0,5.0,5.0,4.0,5.0,5.0,7.0,7.0,7.0,10.0,12.0,15.0,24.0,29.0,32.0,33.0
2990,CHARLIE:GEORGE,4813.0,4702.0,3412.0,2512.0,2804.0,2707.0,2964.0,3315.0,3416.0,2892.0,4813.0,3744.0,4432.0,2741.0,4052.0,3849.0,4813.0,4813.0,4813.0,4813.0,3036.0
2992,CHARLIE:JACK,4813.0,4702.0,4813.0,3996.0,4810.0,3004.0,3895.0,4685.0,2721.0,4813.0,3865.0,4813.0,4432.0,4333.0,2870.0,4813.0,4813.0,3467.0,4813.0,4813.0,4813.0
2994,CHARLIE:JAMES,1635.0,1587.0,1382.0,1546.0,1627.0,1511.0,1178.0,1147.0,1119.0,1303.0,2400.0,2318.0,3687.0,4813.0,4052.0,3208.0,4813.0,3467.0,4813.0,4813.0,3036.0
2995,CHARLIE:JAY,4813.0,3411.0,3959.0,2052.0,1903.0,1586.0,1935.0,2216.0,2721.0,2039.0,2629.0,2318.0,4813.0,2435.0,4813.0,3849.0,4813.0,4813.0,4813.0,4813.0,4813.0
2996,CHARLIE:JOE,3334.0,3013.0,4749.0,2512.0,4023.0,3908.0,4813.0,2660.0,3416.0,2613.0,2941.0,4527.0,4432.0,4333.0,4813.0,3849.0,4813.0,4813.0,4813.0,4813.0,4813.0
2997,CHARLIE:JOHN,2960.0,3937.0,4813.0,3996.0,4813.0,4747.0,4813.0,3315.0,3039.0,4647.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
3000,CHARLIE:RAY,4813.0,2488.0,4749.0,2172.0,2027.0,3373.0,1819.0,2954.0,3416.0,3300.0,4678.0,2837.0,3687.0,2211.0,4052.0,3208.0,4813.0,4813.0,4813.0,4813.0,4813.0
3002,CHARLTON,3334.0,3937.0,3011.0,2734.0,4023.0,2319.0,4632.0,4685.0,3416.0,2194.0,3332.0,2837.0,2507.0,3589.0,2870.0,1617.0,1732.0,2189.0,2254.0,1746.0,1241.0
3003,CHARLY,4608.0,2266.0,4813.0,4812.0,4023.0,3004.0,3362.0,3315.0,2270.0,2194.0,2400.0,2544.0,2507.0,2211.0,2538.0,1190.0,2578.0,1629.0,2005.0,2220.0,1703.0
3006,CHASE,320.0,303.0,262.0,234.0,178.0,219.0,216.0,205.0,218.0,235.0,292.0,294.0,397.0,436.0,560.0,574.0,906.0,653.0,907.0,751.0,918.0
3010,CHAUDHARY,4813.0,4813.0,3412.0,4813.0,4813.0,4813.0,4632.0,4813.0,3987.0,4647.0,4813.0,4813.0,4432.0,4813.0,4813.0,4813.0,4813.0,4813.0,3225.0,4813.0,4813.0
3011,CHAUDHRY,4608.0,4813.0,3412.0,4813.0,4813.0,4747.0,4813.0,4813.0,3416.0,4813.0,4813.0,4527.0,4813.0,4333.0,3385.0,4813.0,3009.0,4813.0,3225.0,2587.0,3036.0
3015,CHAY,3848.0,2266.0,1991.0,1546.0,1363.0,2020.0,3895.0,2403.0,3416.0,1522.0,2036.0,1981.0,1294.0,1306.0,984.0,1095.0,1110.0,795.0,805.0,638.0,579.0
3016,CHAYCE,2404.0,4702.0,3011.0,2512.0,1570.0,2483.0,1819.0,1617.0,1430.0,1909.0,2036.0,2544.0,4813.0,3095.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
3019,CHAYSE,3334.0,4702.0,1455.0,1289.0,1187.0,1902.0,1370.0,1539.0,1756.0,2390.0,1620.0,1981.0,2507.0,2435.0,3385.0,2418.0,3009.0,4813.0,3225.0,4813.0,4813.0
3020,CHAYTON,4813.0,4813.0,3011.0,4813.0,4810.0,2707.0,2964.0,4685.0,3416.0,4813.0,3865.0,4813.0,3687.0,4813.0,4813.0,4813.0,4813.0,3467.0,4813.0,4813.0,4813.0
3021,CHAZ,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4632.0,4813.0,4813.0,4813.0,3865.0,4813.0,4432.0,4813.0,4052.0,4813.0,3009.0,1771.0,3225.0,1949.0,2501.0
3022,CHE,1431.0,952.0,1097.0,1042.0,608.0,950.0,1223.0,1183.0,1051.0,671.0,744.0,576.0,640.0,631.0,560.0,535.0,655.0,599.0,509.0,503.0,624.0
3024,CHEIKH,4813.0,2728.0,3959.0,4813.0,3478.0,3908.0,3895.0,4813.0,4813.0,4813.0,4813.0,3744.0,4813.0,4813.0,4813.0,4813.0,3009.0,4813.0,3225.0,4813.0,4813.0
3025,CHEN,4813.0,4702.0,4749.0,4813.0,4813.0,4747.0,4632.0,3315.0,2270.0,2039.0,2400.0,2544.0,2097.0,1885.0,2870.0,3208.0,4813.0,4813.0,4813.0,4813.0,4813.0
3026,CHENG,4813.0,4702.0,4813.0,4813.0,4813.0,3373.0,2964.0,2403.0,3039.0,2613.0,4678.0,2126.0,2775.0,2435.0,2870.0,3849.0,4813.0,4813.0,4813.0,4813.0,4813.0
3028,CHERNO,4608.0,4813.0,4813.0,4812.0,4813.0,4813.0,4632.0,4813.0,4805.0,4813.0,4813.0,4813.0,4813.0,4333.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
3030,CHESKY,2404.0,3013.0,1875.0,3449.0,4813.0,3908.0,4632.0,3822.0,4813.0,3830.0,3865.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,2857.0,4813.0,4813.0,4813.0
3031,CHESNEY,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,3987.0,3830.0,4813.0,4813.0,3687.0,4333.0,4052.0,1456.0,1878.0,4813.0,4813.0,4813.0,4813.0
3032,CHESTER,84.0,90.0,112.0,195.0,225.0,231.0,359.0,581.0,507.0,588.0,543.0,520.0,527.0,677.0,814.0,872.0,1110.0,833.0,907.0,814.0,691.0
3037,CHETAN,4813.0,3937.0,4813.0,4813.0,4813.0,4813.0,4813.0,2660.0,4805.0,4813.0,4678.0,4813.0,4813.0,3095.0,4813.0,4813.0,4813.0,2857.0,4813.0,4813.0,2501.0
3041,CHEY,4813.0,4702.0,4813.0,4812.0,4813.0,4813.0,4813.0,4813.0,3987.0,4813.0,4813.0,4813.0,4432.0,4813.0,2087.0,4813.0,3009.0,4813.0,2254.0,1746.0,4813.0
3045,CHI,4813.0,4813.0,4813.0,4812.0,4810.0,4747.0,2690.0,3315.0,2721.0,2613.0,4678.0,3227.0,4813.0,2741.0,4052.0,2418.0,2070.0,1326.0,1190.0,1949.0,1167.0
3048,CHIBUEZE,3848.0,4702.0,4813.0,4813.0,4810.0,3908.0,4813.0,4813.0,4805.0,3830.0,4678.0,3744.0,4813.0,3589.0,2538.0,4813.0,4813.0,2857.0,4813.0,4813.0,4813.0
3049,CHIBUIKE,4813.0,4702.0,3959.0,4812.0,4813.0,4813.0,4813.0,4813.0,4813.0,3300.0,3865.0,4813.0,3687.0,3589.0,4813.0,4813.0,4813.0,4813.0,2254.0,4813.0,2501.0
3050,CHIBUIKEM,4813.0,4813.0,3959.0,4813.0,4810.0,4747.0,4632.0,4685.0,3987.0,2613.0,4813.0,4813.0,3687.0,4333.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
3053,CHIDERA,2682.0,4813.0,2445.0,2052.0,4810.0,2483.0,4632.0,2216.0,3987.0,4813.0,2400.0,4527.0,2775.0,4813.0,4052.0,3208.0,4813.0,4813.0,3225.0,4813.0,4813.0
3055,CHIDI,4813.0,4813.0,4813.0,4813.0,4813.0,3373.0,4813.0,4685.0,4813.0,4813.0,4813.0,3227.0,4432.0,4813.0,4052.0,3849.0,4813.0,4813.0,3225.0,4813.0,4813.0
3056,CHIDIEBERE,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4805.0,4647.0,4813.0,4527.0,4813.0,4333.0,4813.0,3849.0,4813.0,4813.0,4813.0,4813.0,4813.0
3060,CHIDUBEM,4608.0,3013.0,2259.0,2734.0,1903.0,3004.0,2248.0,2660.0,1852.0,2613.0,2199.0,4813.0,2276.0,3589.0,4052.0,4813.0,2578.0,2857.0,4813.0,4813.0,2501.0
3066,CHIGOZIE,4813.0,4813.0,4813.0,4813.0,4813.0,4747.0,4813.0,4813.0,3987.0,3830.0,4678.0,3744.0,4432.0,4813.0,4813.0,3849.0,3651.0,3467.0,4813.0,1949.0,4813.0
3070,CHIKAMSO,4608.0,4702.0,4813.0,4812.0,4810.0,4813.0,4632.0,4813.0,4813.0,4647.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
3074,CHIMA,4813.0,4813.0,4813.0,4813.0,4810.0,4813.0,4813.0,4813.0,4813.0,4647.0,4813.0,4813.0,4432.0,4333.0,3385.0,2754.0,3651.0,3467.0,4813.0,4813.0,4813.0
3075,CHIMAOBI,4813.0,3411.0,3959.0,4813.0,4813.0,4813.0,4632.0,4813.0,4813.0,4813.0,4678.0,3227.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
3081,CHINEDU,3848.0,4813.0,3959.0,3996.0,2556.0,3373.0,4632.0,4685.0,3416.0,1788.0,2941.0,2837.0,2507.0,2023.0,2870.0,4813.0,3009.0,1771.0,2254.0,4813.0,3036.0
3082,CHINEDUM,3848.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4685.0,4813.0,3830.0,4813.0,4527.0,2775.0,4333.0,3385.0,4813.0,3651.0,4813.0,4813.0,4813.0,3036.0
3087,CHINONSO,4813.0,4702.0,4749.0,4813.0,4813.0,3908.0,3362.0,2403.0,4813.0,2194.0,4678.0,3744.0,3687.0,4813.0,2870.0,4813.0,3009.0,3467.0,4813.0,4813.0,4813.0
3091,CHIRAG,4813.0,4813.0,4813.0,4813.0,4810.0,4813.0,4813.0,4813.0,4805.0,4647.0,4813.0,3744.0,4813.0,3589.0,2870.0,3849.0,3651.0,2189.0,1799.0,2587.0,1703.0
3094,CHISOM,4813.0,4702.0,3011.0,3996.0,3478.0,4747.0,2690.0,2954.0,3416.0,2892.0,3865.0,4527.0,3158.0,4813.0,4052.0,2754.0,4813.0,4813.0,4813.0,4813.0,4813.0
3099,CHOUDHRY,4813.0,4813.0,4813.0,4812.0,4023.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,3158.0,4813.0,4813.0,3849.0,4813.0,4813.0,3225.0,3134.0,4813.0
3102,CHRIS,898.0,1056.0,870.0,888.0,790.0,790.0,935.0,676.0,754.0,681.0,832.0,662.0,681.0,622.0,653.0,615.0,572.0,695.0,824.0,883.0,773.0
3104,CHRIST,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4647.0,4813.0,4813.0,4432.0,4813.0,4813.0,2754.0,2578.0,4813.0,3225.0,4813.0,4813.0
3106,CHRISTAN,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,3822.0,4813.0,4647.0,3865.0,4527.0,4432.0,4333.0,3385.0,4813.0,4813.0,3467.0,2254.0,2587.0,4813.0
3109,CHRISTIAAN,4813.0,4813.0,4813.0,4813.0,4813.0,4747.0,3895.0,4813.0,4805.0,2613.0,2036.0,4813.0,3158.0,4813.0,2870.0,3208.0,3009.0,3467.0,4813.0,3134.0,2501.0
3110,CHRISTIAN,233.0,225.0,221.0,217.0,223.0,214.0,228.0,218.0,220.0,204.0,177.0,165.0,148.0,125.0,132.0,116.0,125.0,121.0,114.0,110.0,105.0
3111,CHRISTIANO,3334.0,3937.0,2445.0,4813.0,3478.0,3373.0,4813.0,3822.0,3039.0,3300.0,3332.0,2837.0,2276.0,2023.0,1892.0,2418.0,1878.0,4813.0,4813.0,4813.0,4813.0
3112,CHRISTIE,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4647.0,4813.0,4813.0,4813.0,3589.0,4052.0,3849.0,1878.0,2857.0,2254.0,2587.0,1330.0
3114,CHRISTO,4813.0,4702.0,3959.0,4813.0,4813.0,4813.0,4813.0,4685.0,3987.0,1788.0,3332.0,3744.0,1828.0,2741.0,2282.0,4813.0,3651.0,3467.0,4813.0,4813.0,4813.0
3119,CHRISTOPH,3334.0,4813.0,4749.0,4813.0,4813.0,4813.0,4813.0,4813.0,3987.0,4813.0,4813.0,4813.0,4813.0,4333.0,4813.0,4813.0,4813.0,4813.0,4813.0,3134.0,4813.0
3120,CHRISTOPHE,4608.0,4813.0,3959.0,4813.0,4813.0,4813.0,3895.0,4813.0,4805.0,4813.0,4813.0,3744.0,4813.0,4333.0,4813.0,3849.0,4813.0,4813.0,4813.0,4813.0,1425.0
3121,CHRISTOPHER,179.0,152.0,168.0,163.0,138.0,131.0,136.0,132.0,112.0,111.0,104.0,94.0,94.0,86.0,83.0,76.0,65.0,59.0,56.0,48.0,42.0
3122,CHRISTOPHER:JAMES,4813.0,4813.0,4813.0,4812.0,4813.0,4747.0,4632.0,3822.0,2721.0,3830.0,4813.0,4813.0,4432.0,4813.0,4052.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
3126,CHRISTOS,1431.0,1316.0,1324.0,1470.0,1431.0,1786.0,1721.0,1539.0,1507.0,1600.0,1911.0,1981.0,1294.0,1306.0,1280.0,1617.0,1498.0,2470.0,1253.0,1202.0,1167.0
3128,CHRISTY,3848.0,4813.0,4813.0,4813.0,4813.0,4813.0,3895.0,4685.0,3416.0,1909.0,4678.0,1425.0,1828.0,2741.0,1401.0,1377.0,1160.0,1326.0,1322.0,1135.0,1330.0
3131,CHUKWUDI,4813.0,4813.0,4749.0,4813.0,4810.0,4813.0,4813.0,4813.0,3987.0,2892.0,4813.0,2837.0,3687.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
3132,CHUKWUDUBEM,4813.0,4813.0,4813.0,4812.0,4813.0,4747.0,3895.0,3822.0,3416.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
3133,CHUKWUEBUKA,4608.0,4702.0,3011.0,4812.0,3478.0,4813.0,2690.0,3315.0,3416.0,4813.0,4678.0,4527.0,2775.0,4813.0,2870.0,3849.0,4813.0,3467.0,4813.0,4813.0,4813.0
3134,CHUKWUEMEKA,3334.0,3411.0,4813.0,2734.0,2804.0,3908.0,2459.0,2954.0,2270.0,2194.0,1620.0,2126.0,1953.0,1666.0,3385.0,1991.0,1878.0,2857.0,1519.0,1949.0,2142.0
3135,CHUKWUKA,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,3822.0,3987.0,2390.0,4813.0,4527.0,4813.0,4333.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
3136,CHUKWUMA,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4685.0,4813.0,4647.0,4813.0,3227.0,4813.0,4813.0,4813.0,3208.0,3651.0,2857.0,3225.0,4813.0,3036.0
3137,CHUKWUNONSO,4813.0,4813.0,4813.0,4813.0,4810.0,4813.0,4632.0,4813.0,4813.0,4813.0,4813.0,4527.0,3687.0,4813.0,4052.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
3139,CHUN,4608.0,4813.0,4813.0,4813.0,4813.0,4813.0,3895.0,4813.0,4805.0,3830.0,3332.0,4527.0,3687.0,3095.0,3385.0,3208.0,2304.0,4813.0,3225.0,2587.0,2142.0
3143,CIAN,340.0,359.0,328.0,336.0,308.0,309.0,269.0,248.0,265.0,248.0,211.0,235.0,214.0,216.0,196.0,187.0,177.0,194.0,196.0,213.0,225.0
3145,CIANAN,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4527.0,2507.0,3095.0,4052.0,2418.0,4813.0,2189.0,4813.0,4813.0,4813.0
3146,CIARAN,766.0,753.0,646.0,650.0,672.0,626.0,562.0,489.0,382.0,289.0,280.0,238.0,228.0,211.0,190.0,140.0,107.0,112.0,140.0,150.0,131.0
3147,CIAREN,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4432.0,3589.0,4813.0,2754.0,3651.0,3467.0,2636.0,3134.0,4813.0
3148,CIARON,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4647.0,4678.0,2837.0,3158.0,4333.0,1744.0,3208.0,1732.0,1629.0,1799.0,1202.0,918.0
3150,CIERAN,4813.0,4813.0,4813.0,4813.0,4813.0,3004.0,4632.0,3822.0,3987.0,2892.0,2629.0,1494.0,1706.0,1252.0,960.0,726.0,500.0,479.0,633.0,559.0,543.0
3152,CIERON,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4805.0,4813.0,4813.0,4813.0,4432.0,4813.0,2538.0,2174.0,3651.0,3467.0,1799.0,3134.0,2501.0
3153,CIHAN,4813.0,4813.0,3412.0,3996.0,4813.0,3908.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,3158.0,4813.0,4813.0,4813.0,4813.0,3467.0,4813.0,3134.0,4813.0
