,Name,2020 Rank,2019 Rank,2018 Rank,2017 Rank,2016 Rank,2015 Rank,2014 Rank,2013 Rank,2012 Rank,2011 Rank,2010 Rank,2009 Rank,2008 Rank,2007 Rank,2006 Rank,2005 Rank,2004 Rank,2003 Rank,2002 Rank,2001 Rank,2000 Rank
4,A,3848.0,2104.0,3959.0,3996.0,2335.0,2020.0,2964.0,2660.0,1589.0,2613.0,2941.0,4813.0,3158.0,2741.0,2870.0,4813.0,4813.0,4813.0,4813.0,3134.0,4813.0
5,A:JAY,2960.0,4813.0,3011.0,1923.0,2335.0,2707.0,3895.0,2403.0,3416.0,2613.0,2629.0,3744.0,3158.0,3095.0,2870.0,3849.0,1878.0,4813.0,2636.0,3134.0,4813.0
7,AABAN,3848.0,3937.0,3412.0,2324.0,4810.0,2319.0,1281.0,1706.0,1313.0,1909.0,2036.0,3227.0,2507.0,4333.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
8,AABID,4608.0,3937.0,3959.0,3996.0,4810.0,3004.0,4632.0,4813.0,4813.0,4813.0,3332.0,4813.0,4813.0,4813.0,4052.0,4813.0,4813.0,4813.0,4813.0,3134.0,2142.0
9,AADAM,456.0,327.0,328.0,421.0,326.0,322.0,374.0,373.0,434.0,467.0,543.0,432.0,461.0,470.0,472.0,374.0,413.0,381.0,334.0,444.0,472.0
12,AADEN,4813.0,4813.0,2693.0,3996.0,2556.0,4813.0,4813.0,3315.0,4813.0,4647.0,2941.0,3744.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
15,AADHAV,4608.0,3937.0,3959.0,4813.0,4023.0,3908.0,4813.0,4685.0,2721.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
23,AADI,3848.0,2266.0,3412.0,2052.0,3079.0,1902.0,1486.0,1920.0,1756.0,1909.0,1551.0,1099.0,1596.0,2741.0,1280.0,1851.0,4813.0,4813.0,4813.0,4813.0,4813.0
25,AADIL,1825.0,2266.0,1382.0,2172.0,1704.0,1442.0,1144.0,1462.0,1507.0,976.0,1241.0,1425.0,1242.0,820.0,832.0,666.0,678.0,746.0,586.0,559.0,579.0
26,AADIT,4608.0,2728.0,4749.0,3040.0,4810.0,4747.0,4813.0,3822.0,2117.0,4647.0,3332.0,1859.0,3687.0,3095.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
28,AADITYA,3334.0,4702.0,2112.0,1627.0,2335.0,3373.0,1721.0,2055.0,1756.0,2194.0,2036.0,2318.0,3158.0,1885.0,3385.0,2754.0,4813.0,4813.0,4813.0,4813.0,4813.0
29,AADVIK,2960.0,1745.0,1610.0,1703.0,2335.0,2483.0,3895.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
32,AAHAD,4608.0,4813.0,3412.0,4813.0,4813.0,4813.0,4813.0,4685.0,4813.0,4813.0,4813.0,4813.0,4432.0,4813.0,4813.0,4813.0,2578.0,3467.0,4813.0,4813.0,4813.0
33,AAHAN,1935.0,2266.0,2259.0,2324.0,2335.0,3004.0,2964.0,4813.0,3416.0,3830.0,4813.0,4527.0,3687.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
35,AAHIL,420.0,399.0,399.0,409.0,399.0,442.0,475.0,611.0,606.0,852.0,744.0,972.0,1124.0,2023.0,3385.0,1851.0,2070.0,4813.0,4813.0,4813.0,4813.0
39,AAKASH,4813.0,3937.0,4813.0,4812.0,4813.0,4747.0,3895.0,3822.0,4813.0,3300.0,3865.0,4527.0,4813.0,3589.0,4052.0,2174.0,1878.0,2189.0,4813.0,1746.0,2501.0
43,AALIYAN,4813.0,3013.0,1786.0,3996.0,4023.0,4747.0,3362.0,4813.0,4813.0,4813.0,4813.0,3744.0,4432.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
49,AAMIR,1723.0,2266.0,1324.0,1398.0,1234.0,977.0,1486.0,1247.0,1367.0,1158.0,1055.0,1494.0,1124.0,1125.0,960.0,1190.0,1160.0,761.0,671.0,617.0,673.0
53,AAQIB,4608.0,4813.0,3412.0,3449.0,4023.0,4747.0,4813.0,2216.0,2270.0,2194.0,3332.0,3227.0,1706.0,3589.0,1545.0,1716.0,2304.0,1629.0,1253.0,2220.0,2501.0
54,AAQIL,4813.0,4813.0,4749.0,4812.0,4813.0,4813.0,4632.0,2954.0,4813.0,4813.0,4813.0,3227.0,2507.0,4333.0,4813.0,3849.0,4813.0,3467.0,4813.0,3134.0,4813.0
57,AARAN,2404.0,1316.0,1610.0,1247.0,1903.0,1279.0,935.0,1001.0,2117.0,1447.0,1551.0,1099.0,1294.0,1169.0,1469.0,1095.0,1077.0,865.0,633.0,842.0,794.0
58,AARAV,320.0,344.0,349.0,288.0,303.0,287.0,278.0,276.0,346.0,359.0,375.0,432.0,867.0,1014.0,1016.0,1377.0,4813.0,2470.0,4813.0,4813.0,4813.0
59,AAREN,4608.0,3937.0,4813.0,3449.0,3079.0,3908.0,4813.0,4685.0,4813.0,4813.0,3332.0,4813.0,3158.0,4333.0,4052.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
60,AAREZ,4813.0,4813.0,3412.0,4813.0,4813.0,4813.0,3895.0,4685.0,4813.0,4813.0,4813.0,4527.0,4432.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
61,AARI,2076.0,2104.0,3412.0,3449.0,2556.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
62,AARIAN,2228.0,3411.0,4813.0,3996.0,3079.0,4747.0,2964.0,2660.0,4805.0,4813.0,3332.0,3227.0,4432.0,3095.0,4052.0,3849.0,3651.0,2857.0,4813.0,4813.0,4813.0
63,AARIB,4813.0,3937.0,3412.0,1703.0,2175.0,1511.0,2079.0,4813.0,4813.0,2613.0,3865.0,3744.0,4813.0,3589.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
65,AARIF,3848.0,4813.0,3959.0,3996.0,4813.0,4813.0,3362.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,3589.0,4813.0,3849.0,4813.0,4813.0,4813.0,4813.0,4813.0
66,AARIN,1314.0,1587.0,1875.0,3040.0,3079.0,3373.0,2248.0,4813.0,4805.0,4647.0,4813.0,4813.0,4813.0,4813.0,4813.0,3849.0,4813.0,4813.0,4813.0,4813.0,4813.0
67,AARIS,3848.0,3013.0,4749.0,4812.0,4813.0,4813.0,4813.0,4813.0,4813.0,3830.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,3651.0,4813.0,4813.0,4813.0,4813.0
68,AARISH,1825.0,2488.0,1786.0,2734.0,1704.0,2150.0,4813.0,4813.0,4813.0,2194.0,2941.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
70,AARIV,3334.0,2728.0,4749.0,3996.0,4023.0,2707.0,3895.0,2954.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
71,AARIYAN,1635.0,1506.0,2112.0,2324.0,2335.0,2707.0,2079.0,2660.0,3039.0,3300.0,3865.0,3227.0,4432.0,2741.0,4813.0,3208.0,4813.0,4813.0,4813.0,4813.0,4813.0
72,AARIZ,601.0,607.0,545.0,514.0,580.0,656.0,562.0,720.0,805.0,681.0,897.0,1033.0,987.0,1306.0,2087.0,2754.0,2578.0,4813.0,4813.0,4813.0,4813.0
74,AARNAV,2960.0,3937.0,2693.0,3040.0,3079.0,3373.0,2459.0,2660.0,1852.0,2039.0,1344.0,2544.0,2775.0,3589.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
76,AARON,120.0,113.0,113.0,101.0,95.0,87.0,80.0,81.0,69.0,58.0,55.0,54.0,55.0,49.0,44.0,45.0,41.0,43.0,36.0,40.0,36.0
77,AARON:JAMES,4813.0,4813.0,3412.0,2324.0,4810.0,4747.0,3362.0,4685.0,2458.0,2390.0,4678.0,3744.0,4813.0,3589.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
80,AARON:JUNIOR,2960.0,4702.0,2693.0,3040.0,4813.0,4747.0,4632.0,3822.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
83,AARONDEEP,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,3589.0,4813.0,3208.0,3009.0,1629.0,2636.0,1467.0,2501.0
87,AARRON,4813.0,4813.0,4813.0,4813.0,3478.0,4813.0,4813.0,4813.0,4805.0,2892.0,2629.0,3744.0,3687.0,1666.0,1892.0,2754.0,1596.0,1962.0,1519.0,1078.0,953.0
92,AARUN,4813.0,3937.0,4813.0,4812.0,4810.0,4747.0,4813.0,3822.0,4813.0,4813.0,3865.0,4813.0,4432.0,4813.0,3385.0,3208.0,3009.0,4813.0,3225.0,4813.0,2501.0
94,AARUSH,856.0,844.0,919.0,943.0,1431.0,807.0,959.0,788.0,821.0,662.0,687.0,1033.0,964.0,1079.0,2282.0,3849.0,4813.0,4813.0,4813.0,4813.0,4813.0
99,AARYA,4813.0,4813.0,4813.0,4812.0,4023.0,3004.0,3362.0,2954.0,3416.0,4647.0,2400.0,4527.0,4813.0,3589.0,2870.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
100,AARYAN,524.0,582.0,549.0,436.0,420.0,478.0,513.0,520.0,515.0,473.0,495.0,473.0,527.0,560.0,494.0,653.0,906.0,1248.0,1190.0,4813.0,4813.0
105,AASHIR,4813.0,3937.0,4813.0,3996.0,4810.0,3908.0,4813.0,2660.0,4805.0,2390.0,2941.0,3227.0,3158.0,2023.0,2087.0,3849.0,3009.0,4813.0,4813.0,4813.0,4813.0
106,AASHISH,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4805.0,3830.0,3332.0,4813.0,4813.0,4333.0,4052.0,4813.0,4813.0,4813.0,4813.0,2587.0,4813.0
109,AASIM,4608.0,3937.0,3011.0,3040.0,3079.0,3373.0,4632.0,2403.0,2721.0,4813.0,4678.0,2126.0,3687.0,3095.0,2870.0,1991.0,2070.0,1771.0,1799.0,1949.0,4813.0
111,AATHIRAN,4608.0,3411.0,3959.0,3996.0,3478.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
113,AATIF,4608.0,4813.0,4749.0,4812.0,4813.0,4813.0,4813.0,4685.0,4813.0,4813.0,4813.0,3744.0,2276.0,3095.0,4813.0,3849.0,4813.0,3467.0,2636.0,4813.0,3036.0
118,AAYAAN,4608.0,4813.0,4749.0,4813.0,2335.0,3908.0,3362.0,3822.0,3416.0,4813.0,4813.0,3227.0,4432.0,4333.0,4052.0,3849.0,4813.0,4813.0,4813.0,4813.0,4813.0
119,AAYAN,529.0,501.0,492.0,479.0,391.0,461.0,471.0,489.0,466.0,470.0,433.0,328.0,360.0,349.0,443.0,1299.0,3009.0,4813.0,4813.0,4813.0,4813.0
120,AAYANSH,2228.0,1655.0,2445.0,2324.0,4813.0,3373.0,3362.0,3315.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
121,AAYDEN,3334.0,3411.0,3959.0,4813.0,4810.0,4813.0,4632.0,4813.0,4805.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
122,AAYUSH,1492.0,1745.0,1610.0,2172.0,1903.0,1673.0,1327.0,1294.0,1229.0,999.0,1144.0,1358.0,1457.0,1666.0,1469.0,1095.0,1498.0,2857.0,2636.0,2220.0,4813.0
125,ABAAN,2682.0,3013.0,2445.0,2734.0,2335.0,3004.0,1421.0,2660.0,3039.0,2390.0,4813.0,2837.0,4813.0,3589.0,4813.0,2754.0,4813.0,4813.0,3225.0,4813.0,4813.0
126,ABAAS,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4805.0,4813.0,4813.0,4813.0,3687.0,4813.0,2870.0,4813.0,3651.0,3467.0,4813.0,4813.0,2501.0
127,ABAN,4813.0,4813.0,4749.0,3449.0,4810.0,4813.0,3362.0,2954.0,4813.0,4647.0,4678.0,4813.0,3687.0,4333.0,4813.0,3208.0,4813.0,4813.0,4813.0,4813.0,4813.0
129,ABAS,4813.0,3937.0,4813.0,4813.0,4023.0,4813.0,4813.0,4813.0,4805.0,4647.0,4813.0,3227.0,4813.0,4813.0,4813.0,4813.0,2304.0,4813.0,2636.0,2587.0,4813.0
130,ABASS,4608.0,3937.0,4813.0,4813.0,4810.0,3908.0,4813.0,4813.0,4813.0,4813.0,4678.0,2837.0,4432.0,4813.0,4813.0,4813.0,4813.0,2470.0,4813.0,1746.0,4813.0
133,ABBAAS,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4432.0,4333.0,4813.0,3849.0,3651.0,2470.0,2636.0,4813.0,4813.0
135,ABBAS,706.0,753.0,721.0,635.0,774.0,671.0,597.0,666.0,821.0,701.0,660.0,524.0,684.0,782.0,504.0,691.0,487.0,473.0,417.0,602.0,415.0
137,ABD,3848.0,3411.0,3959.0,3040.0,4810.0,3373.0,2248.0,2403.0,2458.0,1909.0,1801.0,2544.0,2276.0,2435.0,1892.0,1851.0,2070.0,2189.0,1651.0,2220.0,4813.0
140,ABDALLA,3334.0,3013.0,3959.0,4813.0,2804.0,2020.0,2079.0,2055.0,2117.0,2039.0,2036.0,2837.0,1953.0,1666.0,1545.0,1617.0,1596.0,1771.0,2636.0,1286.0,3036.0
141,ABDALLAH,1314.0,974.0,1382.0,1247.0,1570.0,833.0,1178.0,1294.0,1270.0,1303.0,854.0,1133.0,1294.0,1014.0,1016.0,1377.0,999.0,1092.0,1128.0,1467.0,1425.0
144,ABDEL,4608.0,3937.0,3959.0,2734.0,4810.0,3908.0,2690.0,2954.0,3039.0,3300.0,2036.0,3744.0,3158.0,2435.0,1744.0,2418.0,1347.0,1771.0,2254.0,1949.0,1889.0
148,ABDELLAH,4813.0,4813.0,4813.0,4813.0,4810.0,4813.0,4813.0,4813.0,4805.0,4647.0,4813.0,4813.0,2775.0,4813.0,2870.0,2418.0,3651.0,4813.0,4813.0,4813.0,4813.0
152,ABDELRAHMAN,3334.0,4813.0,2693.0,4813.0,4023.0,4813.0,2459.0,3315.0,3039.0,3300.0,3332.0,4813.0,3158.0,4813.0,2870.0,2418.0,4813.0,3467.0,2254.0,4813.0,4813.0
158,ABDI,4813.0,4813.0,4813.0,4813.0,4813.0,3004.0,2690.0,2954.0,2458.0,3300.0,1407.0,1494.0,1828.0,1578.0,984.0,1047.0,1038.0,731.0,722.0,842.0,1330.0
160,ABDIAZIZ,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,2954.0,3416.0,4813.0,4813.0,3744.0,4813.0,4813.0,2870.0,3849.0,3009.0,4813.0,2254.0,2587.0,4813.0
162,ABDIFATAH,4813.0,4813.0,4813.0,4812.0,4813.0,4813.0,4813.0,4813.0,4805.0,2613.0,3865.0,4813.0,3158.0,2435.0,3385.0,2174.0,2578.0,2470.0,1799.0,2587.0,3036.0
168,ABDIKARIM,4813.0,4813.0,3959.0,4813.0,4813.0,4747.0,4632.0,4685.0,4805.0,4813.0,3865.0,4527.0,4813.0,3095.0,4052.0,2418.0,3009.0,3467.0,4813.0,3134.0,4813.0
172,ABDILAHI,4813.0,4813.0,4813.0,4813.0,4023.0,4813.0,4813.0,4813.0,4805.0,3830.0,4813.0,3744.0,4813.0,4813.0,4813.0,3849.0,3009.0,2857.0,4813.0,4813.0,4813.0
173,ABDILLAHI,4813.0,4813.0,4813.0,4813.0,3478.0,4747.0,4632.0,4813.0,4805.0,4813.0,3865.0,4527.0,3687.0,3095.0,4052.0,3849.0,3009.0,2470.0,3225.0,3134.0,2142.0
176,ABDIMALIK,4813.0,4813.0,4749.0,2734.0,4813.0,2707.0,3362.0,3315.0,3039.0,3300.0,2941.0,1649.0,1706.0,2211.0,1744.0,3849.0,2304.0,2189.0,3225.0,4813.0,2501.0
177,ABDINASIR,4813.0,4813.0,4749.0,4813.0,4813.0,4747.0,4813.0,3315.0,4813.0,2194.0,4813.0,4527.0,2097.0,3095.0,4813.0,3849.0,2070.0,2857.0,2254.0,4813.0,4813.0
179,ABDIQANI,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4632.0,4813.0,4805.0,3830.0,3865.0,4813.0,3158.0,4333.0,3385.0,4813.0,2304.0,4813.0,4813.0,4813.0,4813.0
181,ABDIRAHIM,4813.0,4813.0,4749.0,3996.0,4810.0,4813.0,4813.0,3822.0,4805.0,4647.0,3865.0,2318.0,3158.0,3095.0,1892.0,1851.0,2578.0,2189.0,2254.0,2587.0,4813.0
183,ABDIRAHMAN,1150.0,952.0,919.0,906.0,765.0,719.0,632.0,555.0,566.0,514.0,495.0,476.0,418.0,409.0,355.0,342.0,413.0,437.0,559.0,707.0,710.0
184,ABDIRASHID,4813.0,3937.0,4813.0,4813.0,4813.0,3908.0,4813.0,4813.0,4813.0,3830.0,4678.0,4527.0,3158.0,4813.0,4052.0,2754.0,4813.0,4813.0,4813.0,4813.0,3036.0
189,ABDIRIZAK,4813.0,4813.0,4813.0,4813.0,4813.0,4747.0,4813.0,4813.0,4813.0,4647.0,4813.0,4813.0,4813.0,3589.0,3385.0,3849.0,4813.0,3467.0,3225.0,4813.0,4813.0
191,ABDISAMAD,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4805.0,4813.0,3865.0,4813.0,3687.0,4813.0,3385.0,2754.0,3009.0,4813.0,4813.0,4813.0,4813.0
192,ABDISHAKUR,4608.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,3416.0,3300.0,4813.0,4813.0,4813.0,2435.0,3385.0,3208.0,2578.0,2857.0,4813.0,1949.0,4813.0
196,ABDOU,4813.0,3013.0,3959.0,4813.0,4023.0,3908.0,4813.0,4813.0,3416.0,4813.0,2941.0,4527.0,4813.0,4813.0,3385.0,4813.0,3651.0,4813.0,2636.0,4813.0,2501.0
197,ABDOUL,4813.0,4702.0,4813.0,4813.0,4813.0,3908.0,2964.0,3822.0,3987.0,3830.0,3332.0,3744.0,4432.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
198,ABDOULAYE,4813.0,3937.0,4749.0,3449.0,4810.0,4813.0,4632.0,4813.0,4813.0,4647.0,4678.0,3227.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,3134.0,4813.0
199,ABDOULIE,4813.0,4702.0,3011.0,3996.0,3079.0,3908.0,2248.0,2403.0,3416.0,2613.0,2629.0,2837.0,3158.0,3095.0,3385.0,2418.0,3009.0,2857.0,2254.0,4813.0,4813.0
203,ABDU,4813.0,4813.0,4813.0,4813.0,4810.0,4813.0,4813.0,4813.0,4813.0,3300.0,4678.0,4813.0,4432.0,4333.0,4813.0,4813.0,3651.0,4813.0,4813.0,4813.0,4813.0
205,ABDUL,211.0,200.0,191.0,206.0,207.0,190.0,182.0,187.0,182.0,190.0,163.0,169.0,170.0,169.0,158.0,167.0,160.0,146.0,153.0,160.0,158.0
206,ABDUL:,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,3830.0,4813.0,4813.0,4432.0,4813.0,3385.0,4813.0,4813.0,2857.0,2636.0,4813.0,4813.0
207,ABDUL:AHAD,1635.0,1745.0,1991.0,1923.0,3079.0,4813.0,2459.0,4685.0,2721.0,3300.0,3865.0,4813.0,3687.0,3589.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
211,ABDUL:AZIZ,4813.0,4813.0,4813.0,4813.0,4813.0,2483.0,4813.0,4685.0,4805.0,4813.0,4813.0,4527.0,4813.0,4333.0,4813.0,2418.0,4813.0,3467.0,4813.0,4813.0,4813.0
214,ABDUL:HAADI,2404.0,1745.0,2259.0,3996.0,2335.0,4813.0,3895.0,3315.0,3416.0,4813.0,4813.0,4813.0,4813.0,4333.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
215,ABDUL:HADI,1273.0,1217.0,1533.0,1546.0,2556.0,2020.0,2079.0,2403.0,3039.0,2613.0,4678.0,4527.0,4813.0,4333.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
216,ABDUL:HAKEEM,2960.0,3411.0,2693.0,3040.0,3079.0,3004.0,2964.0,2660.0,4805.0,4647.0,2629.0,4813.0,4813.0,4813.0,4052.0,4813.0,3651.0,4813.0,4813.0,4813.0,3036.0
222,ABDUL:KAREEM,2682.0,3411.0,3959.0,3996.0,3079.0,4813.0,2690.0,4813.0,4813.0,2892.0,4813.0,4813.0,2775.0,4813.0,4052.0,4813.0,4813.0,2857.0,4813.0,4813.0,4813.0
227,ABDUL:MALIK,4608.0,3937.0,3959.0,4813.0,2335.0,3908.0,2964.0,3822.0,2721.0,3830.0,2199.0,2318.0,3687.0,4813.0,4813.0,3849.0,4813.0,4813.0,4813.0,4813.0,4813.0
239,ABDUL:RAHEEM,2404.0,1655.0,2445.0,1398.0,3079.0,2020.0,2690.0,3822.0,2270.0,1909.0,2941.0,2544.0,2507.0,3095.0,2282.0,3849.0,3651.0,4813.0,2636.0,3134.0,2142.0
240,ABDUL:RAHIM,4813.0,4813.0,3959.0,4813.0,4813.0,3373.0,4632.0,3315.0,4813.0,4813.0,4813.0,4527.0,4813.0,4813.0,4813.0,3208.0,3651.0,4813.0,4813.0,4813.0,4813.0
241,ABDUL:RAHMAN,1935.0,1986.0,3011.0,2172.0,2175.0,2020.0,1721.0,1920.0,1852.0,2039.0,2941.0,1981.0,2775.0,1756.0,2538.0,2418.0,2304.0,2189.0,2005.0,1746.0,2501.0
242,ABDUL:REHMAN,4813.0,3411.0,4813.0,3040.0,3478.0,3908.0,4813.0,3822.0,4813.0,3830.0,4813.0,3744.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
244,ABDUL:SAMI,4813.0,4813.0,4749.0,4813.0,4023.0,4747.0,4813.0,3822.0,3987.0,4647.0,4813.0,3744.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
252,ABDULAH,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,3987.0,4813.0,4813.0,3227.0,3687.0,3589.0,4813.0,4813.0,2304.0,4813.0,4813.0,4813.0,4813.0
253,ABDULAHAD,2960.0,4702.0,3412.0,4813.0,4813.0,4747.0,2964.0,4813.0,4813.0,4813.0,2629.0,4813.0,4813.0,4333.0,4052.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
254,ABDULAHI,4608.0,2728.0,3959.0,3996.0,2556.0,2483.0,2079.0,2216.0,1852.0,1522.0,1620.0,1008.0,1206.0,1361.0,1127.0,954.0,1038.0,761.0,1253.0,1078.0,1703.0
255,ABDULAI,4608.0,4813.0,4813.0,4813.0,4813.0,4747.0,4813.0,4813.0,4805.0,4813.0,4813.0,4527.0,4432.0,4813.0,4052.0,4813.0,3651.0,4813.0,4813.0,4813.0,4813.0
258,ABDULAZIZ,993.0,1189.0,1061.0,1546.0,1498.0,1673.0,1370.0,1247.0,1051.0,1342.0,1029.0,1008.0,1457.0,1361.0,1401.0,1299.0,1280.0,1962.0,1411.0,1078.0,2501.0
259,ABDULBASIT,3334.0,3937.0,4749.0,4813.0,4810.0,3373.0,4813.0,4813.0,3416.0,4647.0,2941.0,3227.0,2276.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
262,ABDULHADI,1935.0,1869.0,2259.0,2172.0,2804.0,1786.0,2079.0,2954.0,1669.0,2613.0,4813.0,4527.0,4813.0,3589.0,4813.0,3849.0,4813.0,4813.0,4813.0,4813.0,4813.0
263,ABDULHAKEEM,4813.0,4813.0,4749.0,4813.0,4813.0,4813.0,4632.0,4813.0,4813.0,4813.0,4678.0,4527.0,4813.0,4813.0,4052.0,4813.0,4813.0,4813.0,4813.0,3134.0,4813.0
264,ABDULHAKIM,4813.0,4813.0,4813.0,4813.0,3478.0,4747.0,4813.0,4813.0,4805.0,3830.0,4678.0,4813.0,4813.0,4813.0,4813.0,4813.0,3651.0,4813.0,4813.0,2587.0,4813.0
268,ABDULHAMID,4813.0,3411.0,4813.0,3449.0,4810.0,4813.0,4813.0,4813.0,4805.0,4813.0,4813.0,3744.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0
272,ABDULKADIR,2682.0,3937.0,4813.0,3996.0,3478.0,3908.0,2964.0,2403.0,2270.0,4813.0,1911.0,2544.0,3687.0,1885.0,1469.0,3849.0,1878.0,2189.0,2254.0,1595.0,3036.0
273,ABDULKAREEM,4813.0,4813.0,2693.0,4813.0,4813.0,3908.0,4813.0,4813.0,2458.0,4813.0,4813.0,3227.0,4813.0,3589.0,4052.0,3849.0,3009.0,4813.0,4813.0,4813.0,4813.0
274,ABDULKARIM,4813.0,4813.0,4749.0,4812.0,4810.0,4813.0,3895.0,4813.0,4805.0,2390.0,3332.0,3744.0,4432.0,4333.0,2870.0,4813.0,3651.0,4813.0,3225.0,2587.0,2501.0
276,ABDULLA,3848.0,3411.0,2693.0,4812.0,3079.0,4813.0,2964.0,4813.0,2270.0,2039.0,2941.0,1494.0,2097.0,1756.0,2538.0,1377.0,1732.0,1248.0,1519.0,1135.0,2142.0
277,ABDULLAAH,4813.0,4813.0,4813.0,3449.0,4813.0,4747.0,2964.0,2660.0,3987.0,2194.0,3332.0,4813.0,2507.0,4813.0,2538.0,3849.0,4813.0,3467.0,2254.0,2587.0,2142.0
279,ABDULLAH,184.0,178.0,172.0,184.0,162.0,146.0,149.0,169.0,159.0,162.0,169.0,170.0,166.0,163.0,175.0,183.0,190.0,182.0,185.0,197.0,213.0
280,ABDULLAHI,944.0,952.0,1013.0,806.0,858.0,856.0,854.0,684.0,666.0,602.0,668.0,581.0,668.0,551.0,462.0,605.0,523.0,509.0,546.0,686.0,751.0
285,ABDULMAJID,4813.0,4813.0,4813.0,4813.0,4813.0,4813.0,4632.0,3315.0,4813.0,4813.0,4813.0,2837.0,4813.0,4333.0,4813.0,3849.0,4813.0,3467.0,4813.0,4813.0,4813.0
287,ABDULMALIK,2228.0,1986.0,2112.0,3996.0,1704.0,2150.0,1281.0,1539.0,2721.0,2390.0,1801.0,1568.0,2775.0,1666.0,3385.0,1851.0,4813.0,2189.0,2636.0,2587.0,4813.0
289,ABDULQADIR,3334.0,2488.0,3412.0,3449.0,4810.0,3373.0,3895.0,3315.0,3416.0,2892.0,4678.0,4527.0,4432.0,2211.0,3385.0,3849.0,3651.0,4813.0,2254.0,3134.0,4813.0
290,ABDULRAHEEM,4813.0,4813.0,4749.0,3040.0,2556.0,3004.0,4632.0,2660.0,2721.0,3830.0,4678.0,2126.0,3687.0,3095.0,2870.0,4813.0,4813.0,2857.0,2636.0,4813.0,4813.0
291,ABDULRAHIM,4608.0,4702.0,4813.0,3996.0,4810.0,3908.0,4632.0,2954.0,4805.0,2390.0,2941.0,4813.0,1953.0,2211.0,4052.0,2418.0,4813.0,3467.0,4813.0,4813.0,2501.0
